,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Bin Age
656,32,Yes,Travel_Rarely,374,Research & Development,Faraway,Masters,Life Sciences,911,Poor,Male,87,Moderate,Beginner,Laboratory Technician,Excellent,Single,2795,18016,1,Yes,24,4,Best,No,1,2,Poor,1,0,0,1,31-45
657,29,No,Travel_Rarely,1086,Research & Development,Near by,High School,Medical,912,Poor,Female,62,Low,Beginner,Laboratory Technician,Excellent,Divorced,2532,6054,6,No,14,3,Best,High,8,5,Best,4,3,0,3,18-30
658,44,No,Travel_Rarely,661,Research & Development,Near by,Higher Secondary,Life Sciences,913,Good,Male,61,Moderate,Beginner,Research Scientist,Poor,Married,2559,7508,1,Yes,13,3,Excellent,No,8,0,Best,8,7,7,1,31-45
659,28,No,Travel_Rarely,821,Sales,Near by,Masters,Medical,916,Poor,Male,98,Moderate,Intermediate,Sales Executive,Excellent,Single,4908,24252,1,No,14,3,Good,No,4,3,Best,4,2,0,2,18-30
660,58,Yes,Travel_Frequently,781,Research & Development,Near by,High School,Life Sciences,918,Excellent,Male,57,Low,Beginner,Laboratory Technician,Excellent,Divorced,2380,13384,9,Yes,14,3,Excellent,Low,3,3,Good,1,0,0,0,46-60
661,43,No,Travel_Rarely,177,Research & Development,Near by,Bacherlors,Life Sciences,920,Poor,Female,55,Moderate,Intermediate,Manufacturing Director,Good,Divorced,4765,23814,4,No,21,4,Best,Low,4,2,Excellent,1,0,0,0,31-45
662,20,Yes,Travel_Rarely,500,Sales,Near by,Bacherlors,Medical,922,Best,Female,49,Low,Beginner,Sales Representative,Best,Single,2044,22052,1,No,13,3,Excellent,No,2,3,Good,2,2,0,2,18-30
663,21,Yes,Travel_Rarely,1427,Research & Development,Far,High School,Other,923,Excellent,Female,65,Moderate,Beginner,Research Scientist,Excellent,Single,2693,8870,1,No,19,3,Poor,No,1,3,Good,1,0,0,0,18-30
664,36,No,Travel_Rarely,1425,Research & Development,Far,High School,Life Sciences,924,Best,Male,68,Moderate,Intermediate,Healthcare Representative,Excellent,Married,6586,4821,0,Yes,17,3,Poor,Low,17,2,Good,16,8,4,11,31-45
665,47,No,Travel_Rarely,1454,Sales,Near by,Masters,Life Sciences,925,Excellent,Female,65,Low,Beginner,Sales Representative,Excellent,Single,3294,13137,1,Yes,18,3,Poor,No,3,3,Good,3,2,1,2,46-60
666,22,Yes,Travel_Rarely,617,Research & Development,Near by,High School,Life Sciences,926,Good,Female,34,Moderate,Intermediate,Manufacturing Director,Best,Married,4171,10022,0,Yes,19,3,Poor,Low,4,3,Excellent,3,2,0,2,18-30
667,41,Yes,Travel_Rarely,1085,Research & Development,Near by,Masters,Life Sciences,927,Good,Female,57,Very Low,Beginner,Laboratory Technician,Excellent,Divorced,2778,17725,4,Yes,13,3,Best,Low,10,1,Good,7,7,1,0,31-45
668,28,No,Travel_Rarely,995,Research & Development,Near by,Bacherlors,Medical,930,Best,Female,77,Moderate,Beginner,Research Scientist,Best,Divorced,2377,9834,5,No,18,3,Good,Low,6,2,Best,2,2,2,2,18-30
669,39,Yes,Travel_Rarely,1122,Research & Development,Near by,Bacherlors,Medical,932,Excellent,Male,70,Moderate,Beginner,Laboratory Technician,Poor,Married,2404,4303,7,Yes,21,4,Excellent,No,8,2,Poor,2,2,2,2,31-45
670,27,No,Travel_Rarely,618,Research & Development,Near by,Bacherlors,Life Sciences,933,Good,Female,76,Moderate,Beginner,Research Scientist,Best,Single,2318,17808,1,No,19,3,Best,No,1,2,Best,1,1,0,0,18-30
671,34,No,Travel_Rarely,546,Research & Development,Near by,Bacherlors,Life Sciences,934,Good,Male,83,Moderate,Beginner,Laboratory Technician,Good,Divorced,2008,6896,1,No,14,3,Good,Medium,1,3,Best,1,0,1,0,31-45
672,42,No,Travel_Rarely,462,Sales,Far,Higher Secondary,Medical,936,Best,Female,68,Low,Intermediate,Sales Executive,Best,Single,6244,7824,7,No,17,3,Poor,No,10,6,Best,5,4,0,3,31-45
673,33,No,Travel_Rarely,1198,Research & Development,Near by,Masters,Other,939,Best,Male,100,Low,Beginner,Research Scientist,Poor,Single,2799,3339,3,Yes,11,3,Good,No,6,1,Best,3,2,0,2,31-45
674,58,No,Travel_Rarely,1272,Research & Development,Near by,Bacherlors,Technical Degree,940,Best,Female,37,Low,Experienced,Healthcare Representative,Good,Divorced,10552,9255,2,Yes,13,3,Excellent,Low,24,3,Best,6,0,0,4,46-60
675,31,No,Travel_Rarely,154,Sales,Near by,Masters,Life Sciences,941,Good,Male,41,Low,Beginner,Sales Representative,Best,Married,2329,11737,3,No,15,3,Good,No,13,2,Excellent,7,7,5,2,31-45
676,35,No,Travel_Rarely,1137,Research & Development,Faraway,High School,Life Sciences,942,Excellent,Female,51,Moderate,Intermediate,Healthcare Representative,Excellent,Married,4014,19170,1,Yes,25,4,Excellent,Low,10,2,Poor,10,6,0,7,31-45
677,49,No,Travel_Rarely,527,Research & Development,Near by,Higher Secondary,Other,944,Poor,Female,51,Moderate,Experienced,Laboratory Technician,Good,Married,7403,22477,4,No,11,3,Best,Low,29,3,Good,26,9,1,7,46-60
678,48,No,Travel_Rarely,1469,Research & Development,Far,Masters,Medical,945,Excellent,Male,51,Moderate,Beginner,Research Scientist,Best,Married,2259,5543,4,No,17,3,Poor,Medium,13,2,Good,0,0,0,0,46-60
679,31,No,Non-Travel,1188,Sales,Far,Higher Secondary,Marketing,947,Excellent,Female,45,Moderate,Intermediate,Sales Executive,Best,Married,6932,24406,1,No,13,3,Excellent,Low,9,2,Good,9,8,0,0,31-45
680,36,No,Travel_Rarely,188,Research & Development,Near by,Masters,Other,949,Good,Male,65,Moderate,Beginner,Research Scientist,Excellent,Single,4678,23293,2,No,18,3,Best,No,8,6,Best,6,2,0,1,31-45
681,38,No,Travel_Rarely,1333,Research & Development,Near by,Bacherlors,Technical Degree,950,Excellent,Female,80,Moderate,Experienced,Research Director,Poor,Married,13582,16292,1,No,13,3,Good,Low,15,3,Best,15,12,5,11,31-45
682,32,No,Non-Travel,1184,Research & Development,Near by,Bacherlors,Life Sciences,951,Best,Female,70,Low,Beginner,Laboratory Technician,Good,Married,2332,3974,6,No,20,4,Best,No,5,3,Best,3,0,0,2,31-45
683,25,Yes,Travel_Rarely,867,Sales,Far,Higher Secondary,Marketing,952,Best,Male,36,Low,Beginner,Sales Representative,Good,Married,2413,18798,1,Yes,18,3,Best,High,1,2,Best,1,0,0,0,18-30
684,40,No,Travel_Rarely,658,Sales,Near by,Masters,Marketing,954,Poor,Male,67,Low,Experienced,Sales Executive,Good,Divorced,9705,20652,2,No,12,3,Good,Low,11,2,Good,1,0,0,0,31-45
685,26,No,Travel_Frequently,1283,Sales,Near by,Bacherlors,Medical,956,Best,Male,52,Low,Intermediate,Sales Executive,Poor,Single,4294,11148,1,No,12,3,Good,No,7,2,Best,7,7,0,7,18-30
686,41,No,Travel_Rarely,263,Research & Development,Near by,Bacherlors,Medical,957,Excellent,Male,59,Moderate,Beginner,Laboratory Technician,Poor,Single,4721,3119,2,Yes,13,3,Best,No,20,3,Best,18,13,2,17,31-45
687,36,No,Travel_Rarely,938,Research & Development,Near by,Masters,Medical,958,Best,Male,79,Moderate,Beginner,Laboratory Technician,Best,Single,2519,12287,4,No,21,4,Best,No,16,6,Best,11,8,3,9,31-45
688,19,Yes,Travel_Rarely,419,Sales,Faraway,Bacherlors,Other,959,Excellent,Male,37,Low,Beginner,Sales Representative,Good,Single,2121,9947,1,Yes,13,3,Good,No,1,3,Excellent,1,0,0,0,18-30
689,20,Yes,Travel_Rarely,129,Research & Development,Near by,Bacherlors,Technical Degree,960,Poor,Male,84,Moderate,Beginner,Laboratory Technician,Poor,Single,2973,13008,1,No,19,3,Good,No,1,2,Best,1,0,0,0,18-30
690,31,No,Travel_Rarely,616,Research & Development,Far,Bacherlors,Medical,961,Excellent,Female,41,Moderate,Intermediate,Healthcare Representative,Excellent,Married,5855,17369,0,Yes,11,3,Best,Medium,10,2,Poor,9,7,8,5,31-45
691,40,No,Travel_Frequently,1469,Research & Development,Near by,Masters,Medical,964,Excellent,Male,35,Moderate,Beginner,Research Scientist,Good,Divorced,3617,25063,8,Yes,14,3,Excellent,Low,3,2,Best,1,1,0,0,31-45
692,32,No,Travel_Rarely,498,Research & Development,Near by,Masters,Medical,966,Best,Female,93,Moderate,Intermediate,Manufacturing Director,Poor,Married,6725,13554,1,No,12,3,Best,Low,8,2,Excellent,8,7,6,3,31-45
693,36,Yes,Travel_Rarely,530,Sales,Near by,High School,Life Sciences,967,Best,Male,51,Low,Experienced,Sales Executive,Excellent,Married,10325,5518,1,Yes,11,3,Poor,Low,16,6,Best,16,7,3,7,31-45
694,33,No,Travel_Rarely,1069,Research & Development,Near by,Bacherlors,Life Sciences,969,Good,Female,42,Low,Intermediate,Healthcare Representative,Excellent,Single,6949,12291,0,No,14,3,Poor,No,6,3,Best,5,0,1,4,31-45
695,37,Yes,Travel_Rarely,625,Sales,Near by,Masters,Life Sciences,970,Poor,Male,46,Low,Experienced,Sales Executive,Best,Married,10609,14922,5,No,11,3,Best,No,17,2,Poor,14,1,11,7,31-45
696,45,No,Non-Travel,805,Research & Development,Near by,Higher Secondary,Life Sciences,972,Best,Male,57,Moderate,Intermediate,Laboratory Technician,Good,Married,4447,23163,1,No,12,3,Good,No,9,5,Good,9,7,0,8,31-45
697,29,No,Travel_Frequently,1404,Sales,Far,Bacherlors,Technical Degree,974,Best,Female,84,Moderate,Beginner,Sales Representative,Excellent,Married,2157,18203,1,No,15,3,Good,Low,3,5,Best,3,1,0,2,18-30
698,35,No,Travel_Rarely,1219,Sales,Far,Bacherlors,Medical,975,Best,Female,86,Moderate,Intermediate,Sales Executive,Best,Married,4601,6179,1,No,16,3,Good,No,5,3,Best,5,2,1,0,31-45
699,52,No,Travel_Rarely,1053,Research & Development,Near by,Higher Secondary,Life Sciences,976,Excellent,Male,70,Moderate,Advanced,Manager,Excellent,Married,17099,13829,2,No,15,3,Good,Low,26,2,Good,9,8,7,8,46-60
700,58,Yes,Travel_Rarely,289,Research & Development,Near by,Bacherlors,Technical Degree,977,Excellent,Male,51,Moderate,Beginner,Research Scientist,Best,Single,2479,26227,4,No,24,4,Poor,No,7,4,Best,1,0,0,0,46-60
701,53,No,Travel_Rarely,1376,Sales,Near by,Higher Secondary,Medical,981,Best,Male,45,Moderate,Advanced,Manager,Best,Divorced,14852,13938,6,No,13,3,Best,Low,22,3,Excellent,17,13,15,2,46-60
702,30,No,Travel_Rarely,231,Sales,Near by,Higher Secondary,Other,982,Best,Male,62,Moderate,Experienced,Sales Executive,Best,Divorced,7264,9977,5,No,11,3,Poor,Low,10,2,Excellent,8,4,7,7,18-30
703,38,No,Non-Travel,152,Sales,Near by,Bacherlors,Technical Degree,983,Best,Female,85,Moderate,Intermediate,Sales Executive,Excellent,Single,5666,19899,1,Yes,13,3,Good,No,6,1,Best,5,3,1,3,31-45
704,35,No,Travel_Rarely,882,Sales,Near by,Masters,Life Sciences,984,Excellent,Male,92,Moderate,Experienced,Sales Executive,Excellent,Divorced,7823,6812,6,No,13,3,Good,Low,12,2,Best,10,9,0,8,31-45
705,39,No,Travel_Rarely,903,Sales,Near by,Doctorate,Life Sciences,985,Poor,Male,41,High,Experienced,Sales Executive,Best,Single,7880,2560,0,No,18,3,Excellent,No,9,3,Best,8,7,0,7,31-45
706,40,Yes,Non-Travel,1479,Sales,Faraway,Bacherlors,Life Sciences,986,Good,Female,100,High,Advanced,Sales Executive,Good,Single,13194,17071,4,Yes,16,3,Excellent,No,22,2,Good,1,0,0,0,31-45
707,47,No,Travel_Frequently,1379,Research & Development,Far,Masters,Medical,987,Best,Male,64,High,Intermediate,Manufacturing Director,Best,Divorced,5067,6759,1,Yes,19,3,Best,No,20,3,Excellent,19,10,2,7,46-60
708,36,No,Non-Travel,1229,Sales,Near by,Masters,Technical Degree,990,Poor,Male,84,Moderate,Intermediate,Sales Executive,Excellent,Divorced,5079,25952,4,No,13,3,Excellent,Medium,12,3,Best,7,7,0,7,31-45
709,31,Yes,Non-Travel,335,Research & Development,Near by,Higher Secondary,Medical,991,Best,Male,46,Low,Beginner,Research Scientist,Poor,Single,2321,10322,0,Yes,22,4,Poor,No,4,0,Best,3,2,1,2,31-45
710,33,No,Non-Travel,722,Sales,Far,Bacherlors,Life Sciences,992,Excellent,Male,38,Moderate,Advanced,Manager,Best,Single,17444,20489,1,No,11,3,Excellent,No,10,2,Best,10,8,6,0,31-45
711,29,Yes,Travel_Rarely,906,Research & Development,Near by,Bacherlors,Life Sciences,994,Excellent,Female,92,Low,Beginner,Research Scientist,Poor,Single,2404,11479,6,Yes,20,4,Best,No,3,5,Best,0,0,0,0,18-30
712,33,No,Travel_Rarely,461,Research & Development,Far,High School,Life Sciences,995,Good,Female,53,Moderate,Beginner,Research Scientist,Excellent,Single,3452,17241,3,No,18,3,Poor,No,5,4,Best,3,2,0,2,31-45
713,45,No,Travel_Rarely,974,Research & Development,Near by,Masters,Medical,996,Excellent,Female,91,Moderate,Beginner,Laboratory Technician,Excellent,Divorced,2270,11005,3,No,14,3,Excellent,Medium,8,2,Best,5,3,0,2,31-45
714,50,No,Travel_Rarely,1126,Research & Development,Near by,Higher Secondary,Medical,997,Excellent,Male,66,Moderate,Advanced,Research Director,Excellent,Divorced,17399,6615,9,No,22,4,Best,Low,32,1,Good,5,4,1,3,46-60
715,33,No,Travel_Frequently,827,Research & Development,Near by,Masters,Other,998,Best,Female,84,High,Intermediate,Healthcare Representative,Good,Married,5488,20161,1,Yes,13,3,Poor,Low,6,2,Best,6,5,1,2,31-45
716,41,No,Travel_Frequently,840,Research & Development,Near by,Bacherlors,Medical,999,Poor,Male,64,Moderate,Expert,Research Director,Best,Divorced,19419,3735,2,No,17,3,Good,Low,21,2,Excellent,18,16,0,11,31-45
717,27,No,Travel_Rarely,1134,Research & Development,Far,Masters,Technical Degree,1001,Best,Female,37,Moderate,Beginner,Laboratory Technician,Good,Married,2811,12086,9,No,14,3,Good,Low,4,2,Best,2,2,2,2,18-30
718,45,No,Non-Travel,248,Research & Development,Faraway,Higher Secondary,Life Sciences,1002,Excellent,Male,42,Moderate,Intermediate,Laboratory Technician,Poor,Married,3633,14039,1,Yes,15,3,Best,Low,9,2,Best,9,8,0,8,31-45
719,47,No,Travel_Rarely,955,Sales,Near by,Higher Secondary,Life Sciences,1003,Excellent,Female,83,Moderate,Intermediate,Sales Executive,Excellent,Single,4163,8571,1,Yes,17,3,Best,No,9,0,Best,9,0,0,7,46-60
720,30,Yes,Travel_Rarely,138,Research & Development,Faraway,Bacherlors,Life Sciences,1004,Poor,Female,48,Moderate,Beginner,Research Scientist,Best,Married,2132,11539,4,Yes,11,3,Good,No,7,2,Best,5,2,0,1,18-30
721,50,No,Travel_Rarely,939,Research & Development,Faraway,Bacherlors,Life Sciences,1005,Excellent,Male,95,Moderate,Advanced,Manufacturing Director,Best,Married,13973,4161,3,Yes,18,3,Excellent,Low,22,2,Best,12,11,1,5,46-60
722,38,No,Travel_Frequently,1391,Research & Development,Near by,High School,Medical,1006,Best,Male,66,Moderate,Beginner,Research Scientist,Best,Married,2684,12127,0,No,17,3,Good,Low,3,0,Good,2,1,0,2,31-45
723,46,No,Travel_Rarely,566,Research & Development,Near by,Higher Secondary,Medical,1007,Excellent,Male,75,Moderate,Experienced,Manufacturing Director,Best,Divorced,10845,24208,6,No,13,3,Good,Low,13,3,Best,8,7,0,7,46-60
724,24,No,Travel_Rarely,1206,Research & Development,Far,High School,Medical,1009,Excellent,Female,41,Low,Intermediate,Manufacturing Director,Best,Divorced,4377,24117,1,No,15,3,Good,Medium,5,6,Best,4,2,3,2,18-30
725,35,Yes,Travel_Rarely,622,Research & Development,Far,Masters,Other,1010,Best,Male,39,Low,Beginner,Laboratory Technician,Good,Divorced,3743,10074,1,Yes,24,4,Excellent,Low,5,2,Poor,4,2,0,2,31-45
726,31,No,Travel_Frequently,853,Research & Development,Near by,High School,Life Sciences,1011,Best,Female,96,Moderate,Intermediate,Manufacturing Director,Poor,Married,4148,11275,1,No,12,3,Best,Low,4,1,Best,4,3,0,3,31-45
727,18,No,Non-Travel,287,Research & Development,Near by,Higher Secondary,Life Sciences,1012,Good,Male,73,Moderate,Beginner,Research Scientist,Excellent,Single,1051,13493,1,No,15,3,Excellent,No,0,2,Best,0,0,0,0,18-30
728,54,No,Travel_Rarely,1441,Research & Development,Far,Bacherlors,Technical Degree,1013,Best,Female,56,Moderate,Experienced,Manufacturing Director,Best,Married,10739,13943,8,No,11,3,Best,Low,22,2,Best,10,7,0,8,46-60
729,35,No,Travel_Rarely,583,Research & Development,Faraway,Masters,Medical,1014,Best,Female,57,Moderate,Experienced,Healthcare Representative,Best,Divorced,10388,6975,1,Yes,11,3,Best,Low,16,3,Good,16,10,10,1,31-45
730,30,No,Travel_Rarely,153,Research & Development,Near by,Higher Secondary,Life Sciences,1015,Good,Female,73,High,Experienced,Research Director,Poor,Married,11416,17802,0,Yes,12,3,Best,High,9,4,Good,8,7,1,7,18-30
731,20,Yes,Travel_Rarely,1097,Research & Development,Far,Bacherlors,Medical,1016,Excellent,Female,98,Low,Beginner,Research Scientist,Poor,Single,2600,18275,1,Yes,15,3,Poor,No,1,2,Best,1,0,0,0,18-30
732,30,Yes,Travel_Frequently,109,Research & Development,Near by,Bacherlors,Medical,1017,Good,Female,60,Moderate,Beginner,Laboratory Technician,Good,Single,2422,25725,0,No,17,3,Poor,No,4,3,Best,3,2,1,2,18-30
733,26,No,Travel_Rarely,1066,Research & Development,Near by,Higher Secondary,Medical,1018,Excellent,Male,32,High,Intermediate,Manufacturing Director,Excellent,Married,5472,3334,1,No,12,3,Good,No,8,2,Best,8,7,1,3,18-30
734,22,No,Travel_Rarely,217,Research & Development,Near by,High School,Life Sciences,1019,Good,Male,94,Very Low,Beginner,Laboratory Technician,Poor,Married,2451,6881,1,No,15,3,Poor,Low,4,3,Good,4,3,1,1,18-30
735,48,No,Travel_Rarely,277,Research & Development,Near by,Bacherlors,Life Sciences,1022,Poor,Male,97,Low,Intermediate,Healthcare Representative,Best,Single,4240,13119,2,No,13,3,Excellent,No,19,0,Best,2,2,2,2,46-60
736,48,No,Travel_Rarely,1355,Research & Development,Near by,Masters,Life Sciences,1024,Best,Male,78,Low,Experienced,Healthcare Representative,Best,Single,10999,22245,7,No,14,3,Good,No,27,3,Best,15,11,4,8,46-60
737,41,No,Travel_Rarely,549,Research & Development,Near by,Higher Secondary,Medical,1025,Excellent,Female,42,Moderate,Intermediate,Manufacturing Director,Best,Single,5003,23371,6,No,14,3,Good,No,8,6,Best,2,2,2,1,31-45
738,39,No,Travel_Rarely,466,Research & Development,Near by,High School,Life Sciences,1026,Excellent,Female,65,Low,Advanced,Manufacturing Director,Excellent,Married,12742,7060,1,No,16,3,Best,Low,21,3,Best,21,6,11,8,31-45
739,27,No,Travel_Rarely,1055,Research & Development,Near by,Masters,Life Sciences,1027,Poor,Female,47,Moderate,Intermediate,Manufacturing Director,Excellent,Married,4227,4658,0,No,18,3,Good,Low,4,2,Best,3,2,2,2,18-30
740,35,No,Travel_Rarely,802,Research & Development,Near by,Bacherlors,Other,1028,Good,Male,45,Moderate,Beginner,Laboratory Technician,Excellent,Divorced,3917,9541,1,No,20,4,Poor,Low,3,4,Good,3,2,1,2,31-45
741,42,No,Travel_Rarely,265,Sales,Near by,Higher Secondary,Marketing,1029,Excellent,Male,90,Moderate,Expert,Manager,Best,Married,18303,7770,6,No,13,3,Good,No,21,3,Excellent,1,0,0,0,31-45
742,50,No,Travel_Rarely,804,Research & Development,Near by,Bacherlors,Life Sciences,1030,Poor,Male,64,Moderate,Beginner,Laboratory Technician,Excellent,Married,2380,20165,4,No,18,3,Good,No,8,5,Best,1,0,0,0,46-60
743,59,No,Travel_Rarely,715,Research & Development,Near by,Bacherlors,Life Sciences,1032,Best,Female,69,Low,Advanced,Manufacturing Director,Excellent,Single,13726,21829,3,Yes,13,3,Poor,No,30,4,Best,5,3,4,3,46-60
744,37,Yes,Travel_Rarely,1141,Research & Development,Far,Higher Secondary,Medical,1033,Poor,Female,61,Very Low,Intermediate,Healthcare Representative,Good,Married,4777,14382,5,No,15,3,Poor,No,15,2,Poor,1,0,0,0,31-45
745,55,No,Travel_Frequently,135,Research & Development,Far,Masters,Medical,1034,Best,Male,62,Moderate,Intermediate,Healthcare Representative,Good,Married,6385,12992,3,Yes,14,3,Excellent,Medium,17,3,Best,8,7,6,7,46-60
746,41,No,Non-Travel,247,Research & Development,Near by,High School,Life Sciences,1035,Good,Female,55,Very Low,Expert,Research Director,Best,Divorced,19973,20284,1,No,22,4,Good,Medium,21,3,Best,21,16,5,10,31-45
747,38,No,Travel_Rarely,1035,Sales,Near by,Masters,Life Sciences,1036,Good,Male,42,Moderate,Intermediate,Sales Executive,Excellent,Single,6861,4981,8,Yes,12,3,Best,No,19,1,Best,1,0,0,0,31-45
748,26,Yes,Non-Travel,265,Sales,Faraway,Higher Secondary,Medical,1037,Good,Male,79,Very Low,Intermediate,Sales Executive,Poor,Single,4969,21813,8,No,18,3,Excellent,No,7,6,Best,2,2,2,2,18-30
749,52,Yes,Travel_Rarely,266,Sales,Near by,High School,Marketing,1038,Poor,Female,57,Very Low,Expert,Manager,Excellent,Married,19845,25846,1,No,15,3,Excellent,Low,33,3,Best,32,14,6,9,46-60
750,44,No,Travel_Rarely,1448,Sales,Faraway,Bacherlors,Medical,1039,Excellent,Female,53,High,Advanced,Sales Executive,Excellent,Married,13320,11737,3,Yes,18,3,Best,Low,23,2,Best,12,11,11,11,31-45
751,50,No,Non-Travel,145,Sales,Near by,Bacherlors,Life Sciences,1040,Excellent,Female,95,Moderate,Intermediate,Sales Executive,Best,Married,6347,24920,0,No,12,3,Poor,Low,19,3,Best,18,7,0,13,46-60
752,36,Yes,Travel_Rarely,885,Research & Development,Far,Masters,Life Sciences,1042,Best,Female,43,High,Beginner,Laboratory Technician,Poor,Single,2743,8269,1,No,16,3,Best,No,18,1,Best,17,13,15,14,31-45
753,39,No,Travel_Frequently,945,Research & Development,Faraway,Bacherlors,Medical,1043,Excellent,Female,82,Moderate,Experienced,Manufacturing Director,Poor,Single,10880,5083,1,Yes,13,3,Best,No,21,2,Best,21,6,2,8,31-45
754,33,No,Non-Travel,1038,Sales,Near by,High School,Life Sciences,1044,Good,Female,88,Low,Beginner,Sales Representative,Excellent,Single,2342,21437,0,No,19,3,Excellent,No,3,2,Good,2,2,2,2,31-45
755,45,No,Travel_Rarely,1234,Sales,Far,Higher Secondary,Life Sciences,1045,Excellent,Female,90,Moderate,Advanced,Manager,Excellent,Married,17650,5404,3,No,13,3,Good,Low,26,4,Excellent,9,3,1,1,31-45
756,32,No,Non-Travel,1109,Research & Development,Faraway,Masters,Medical,1046,Excellent,Female,69,Moderate,Beginner,Laboratory Technician,Best,Single,4025,11135,9,No,12,3,Good,No,10,2,Best,8,7,7,7,31-45
757,34,No,Travel_Rarely,216,Sales,Near by,Masters,Marketing,1047,Good,Male,75,High,Intermediate,Sales Executive,Excellent,Divorced,9725,12278,0,No,11,3,Excellent,Low,16,2,Good,15,1,0,9,31-45
758,59,No,Travel_Rarely,1089,Sales,Near by,Higher Secondary,Technical Degree,1048,Good,Male,66,Moderate,Experienced,Manager,Excellent,Married,11904,11038,3,Yes,14,3,Best,Low,14,1,Poor,6,4,0,4,46-60
759,45,No,Travel_Rarely,788,Human Resources,Faraway,Masters,Medical,1049,Good,Male,36,Moderate,Beginner,Human Resources,Good,Single,2177,8318,1,No,16,3,Poor,No,6,3,Best,6,3,0,4,31-45
760,53,No,Travel_Frequently,124,Sales,Near by,Bacherlors,Marketing,1050,Best,Female,38,Low,Experienced,Sales Executive,Good,Married,7525,23537,2,No,12,3,Poor,Low,30,2,Best,15,7,6,12,46-60
761,36,Yes,Travel_Rarely,660,Research & Development,Far,Bacherlors,Other,1052,Poor,Male,81,Moderate,Intermediate,Laboratory Technician,Best,Divorced,4834,7858,7,No,14,3,Good,Low,9,3,Good,1,0,0,0,31-45
762,26,Yes,Travel_Frequently,342,Research & Development,Near by,Bacherlors,Life Sciences,1053,Poor,Male,57,Moderate,Beginner,Research Scientist,Poor,Married,2042,15346,6,Yes,14,3,Good,Low,6,2,Best,3,2,1,2,18-30
763,34,No,Travel_Rarely,1333,Sales,Near by,Masters,Life Sciences,1055,Best,Female,87,Moderate,Beginner,Sales Representative,Best,Married,2220,18410,1,Yes,19,3,Excellent,Low,1,2,Best,1,1,0,0,31-45
764,28,No,Travel_Rarely,1144,Sales,Near by,High School,Medical,1056,Excellent,Male,74,Moderate,Beginner,Sales Representative,Good,Married,1052,23384,1,No,22,4,Good,No,1,5,Best,1,0,0,0,18-30
765,38,No,Travel_Frequently,1186,Research & Development,Near by,Masters,Other,1060,Best,Male,44,Moderate,Beginner,Research Scientist,Best,Married,2821,2997,3,No,16,3,Poor,Low,8,2,Best,2,2,2,2,31-45
766,50,No,Travel_Rarely,1464,Research & Development,Near by,Masters,Medical,1061,Good,Male,62,Moderate,Expert,Research Director,Best,Married,19237,12853,2,Yes,11,3,Excellent,Low,29,2,Good,8,1,7,7,46-60
767,37,No,Travel_Rarely,124,Research & Development,Near by,Bacherlors,Other,1062,Excellent,Female,35,Moderate,Intermediate,Healthcare Representative,Good,Single,4107,13848,3,No,15,3,Poor,No,8,3,Good,4,3,0,1,31-45
768,40,No,Travel_Rarely,300,Sales,Faraway,Bacherlors,Marketing,1066,Best,Male,74,Moderate,Intermediate,Sales Executive,Poor,Married,8396,22217,1,No,14,3,Good,Low,8,3,Good,7,7,7,5,31-45
769,26,No,Travel_Frequently,921,Research & Development,Near by,High School,Medical,1068,Poor,Female,66,Low,Beginner,Research Scientist,Best,Divorced,2007,25265,1,No,13,3,Best,Medium,5,5,Best,5,3,1,3,18-30
770,46,No,Travel_Rarely,430,Research & Development,Near by,Masters,Medical,1069,Excellent,Male,40,Moderate,Expert,Research Director,Excellent,Divorced,19627,21445,9,No,17,3,Excellent,Medium,23,0,Best,2,2,2,2,46-60
771,54,No,Travel_Rarely,1082,Sales,Near by,Masters,Life Sciences,1070,Best,Female,41,Low,Experienced,Sales Executive,Best,Married,10686,8392,6,No,11,3,Good,Low,13,4,Best,9,4,7,0,46-60
772,56,No,Travel_Frequently,1240,Research & Development,Near by,Bacherlors,Medical,1071,Poor,Female,63,Moderate,Beginner,Research Scientist,Best,Married,2942,12154,2,No,19,3,Good,Low,18,4,Best,5,4,0,3,46-60
773,36,No,Travel_Rarely,796,Research & Development,Far,Doctorate,Medical,1073,Excellent,Female,51,Low,Experienced,Manufacturing Director,Excellent,Single,8858,15669,0,No,11,3,Good,No,15,2,Good,14,8,7,8,31-45
774,55,No,Non-Travel,444,Research & Development,Near by,High School,Medical,1074,Best,Male,40,Low,Advanced,Manager,Poor,Single,16756,17323,7,No,15,3,Good,No,31,3,Excellent,9,7,6,2,46-60
775,43,No,Travel_Rarely,415,Sales,Faraway,Bacherlors,Medical,1076,Best,Male,79,Low,Experienced,Sales Executive,Excellent,Divorced,10798,5268,5,No,13,3,Best,Low,18,5,Best,1,0,0,0,31-45
